,Date,Time,CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,datetime,month
9051,22/03/2005,21,"4,3",1282.0,"11,0",1013.0,354.0,545.0,141.0,1384.0,1287.0,17.4,50.6,0.9989,2005-03-22,March
9052,22/03/2005,22,"3,0",1147.0,"6,8",848.0,195.0,636.0,101.0,1289.0,938.0,16.4,57.2,1.0574,2005-03-22,March
9053,22/03/2005,23,"2,8",1130.0,"6,3",828.0,161.0,645.0,102.0,1283.0,973.0,16.3,59.4,1.0895,2005-03-22,March
9054,23/03/2005,0,"2,7",1154.0,"6,2",822.0,187.0,656.0,119.0,1285.0,1087.0,16.0,60.2,1.0844,2005-03-23,March
9055,23/03/2005,1,"2,4",1049.0,"3,5",683.0,156.0,782.0,110.0,1190.0,796.0,15.6,61.6,1.0859,2005-03-23,March
9056,23/03/2005,2,"2,2",1056.0,"3,3",672.0,116.0,769.0,87.0,1184.0,830.0,15.4,62.0,1.0793,2005-03-23,March
9057,23/03/2005,3,"2,0",1011.0,"2,5",622.0,83.0,827.0,66.0,1158.0,703.0,15.2,63.5,1.0881,2005-03-23,March
9058,23/03/2005,4,"-200,0",993.0,"2,3",604.0,85.0,848.0,65.0,1160.0,762.0,14.5,66.4,1.0919,2005-03-23,March
9059,23/03/2005,5,"0,5",976.0,"1,8",568.0,78.0,891.0,63.0,1143.0,705.0,15.0,64.8,1.1007,2005-03-23,March
9060,23/03/2005,6,"0,7",1050.0,"3,6",690.0,127.0,761.0,71.0,1223.0,867.0,14.2,68.3,1.0988,2005-03-23,March
9061,23/03/2005,7,"1,2",1143.0,"6,1",818.0,279.0,646.0,103.0,1316.0,1122.0,14.0,68.6,1.0918,2005-03-23,March
9062,23/03/2005,8,"3,9",1606.0,"22,3",1360.0,649.0,396.0,144.0,1895.0,1771.0,15.4,63.4,1.1045,2005-03-23,March
9063,23/03/2005,9,"4,9",1592.0,"27,0",1478.0,593.0,360.0,158.0,1975.0,1874.0,17.8,53.3,1.0736,2005-03-23,March
9064,23/03/2005,10,"4,6",1510.0,"19,5",1282.0,584.0,419.0,169.0,1726.0,1812.0,19.4,47.5,1.061,2005-03-23,March
9065,23/03/2005,11,"3,4",1421.0,"15,8",1172.0,563.0,474.0,184.0,1513.0,1726.0,21.4,38.7,0.9724,2005-03-23,March
9066,23/03/2005,12,"2,0",1169.0,"10,3",987.0,337.0,596.0,143.0,1285.0,1184.0,22.9,29.3,0.8077,2005-03-23,March
9067,23/03/2005,13,"1,9",1187.0,"11,0",1014.0,272.0,578.0,133.0,1315.0,1131.0,24.2,26.5,0.7869,2005-03-23,March
9068,23/03/2005,14,"2,4",1171.0,"11,9",1045.0,322.0,570.0,141.0,1291.0,1149.0,24.5,23.1,0.6968,2005-03-23,March
9069,23/03/2005,15,"2,4",1175.0,"11,7",1040.0,362.0,582.0,153.0,1268.0,1185.0,23.1,22.8,0.6346,2005-03-23,March
9070,23/03/2005,16,"2,2",1216.0,"12,0",1050.0,361.0,564.0,149.0,1311.0,1244.0,23.3,23.8,0.6738,2005-03-23,March
9071,23/03/2005,17,"2,5",1239.0,"12,3",1062.0,431.0,558.0,159.0,1299.0,1380.0,23.2,23.3,0.6562,2005-03-23,March
9072,23/03/2005,18,"3,9",1463.0,"23,2",1383.0,545.0,440.0,181.0,1636.0,1727.0,22.7,25.5,0.6944,2005-03-23,March
9073,23/03/2005,19,"6,2",1616.0,"32,6",1610.0,796.0,374.0,227.0,1909.0,2021.0,21.0,29.2,0.7192,2005-03-23,March
9074,23/03/2005,20,"7,2",1663.0,"32,0",1597.0,874.0,366.0,230.0,1906.0,2159.0,19.5,35.6,0.7978,2005-03-23,March
9075,23/03/2005,21,"3,9",1445.0,"18,8",1263.0,551.0,464.0,194.0,1500.0,1844.0,18.8,37.3,0.8031,2005-03-23,March
9076,23/03/2005,22,"2,4",1293.0,"12,1",1052.0,393.0,536.0,172.0,1332.0,1593.0,17.7,39.7,0.799,2005-03-23,March
9077,23/03/2005,23,"2,3",1354.0,"13,0",1084.0,369.0,502.0,158.0,1380.0,1651.0,16.7,45.2,0.8506,2005-03-23,March
9078,24/03/2005,0,"1,9",1251.0,"9,9",973.0,314.0,559.0,144.0,1277.0,1482.0,15.9,47.0,0.8434,2005-03-24,March
9079,24/03/2005,1,"1,7",1222.0,"8,1",902.0,294.0,590.0,133.0,1256.0,1384.0,15.1,50.2,0.8543,2005-03-24,March
9080,24/03/2005,2,"0,9",1044.0,"3,8",702.0,165.0,746.0,109.0,1099.0,1101.0,15.3,49.2,0.8493,2005-03-24,March
9081,24/03/2005,3,"0,7",1006.0,"3,1",659.0,143.0,791.0,94.0,1082.0,999.0,13.1,56.1,0.8416,2005-03-24,March
9082,24/03/2005,4,"0,5",953.0,"2,0",583.0,93.0,889.0,73.0,1043.0,895.0,13.3,54.4,0.8287,2005-03-24,March
9083,24/03/2005,5,"0,4",959.0,"2,2",598.0,111.0,878.0,76.0,1045.0,904.0,12.4,58.3,0.8364,2005-03-24,March
9084,24/03/2005,6,"0,4",949.0,"2,3",607.0,105.0,884.0,74.0,1043.0,851.0,12.9,56.0,0.8292,2005-03-24,March
9085,24/03/2005,7,"0,7",1073.0,"4,9",760.0,173.0,727.0,73.0,1128.0,1052.0,11.9,59.6,0.8294,2005-03-24,March
9086,24/03/2005,8,"3,1",1499.0,"19,8",1291.0,541.0,444.0,107.0,1653.0,1609.0,13.4,55.1,0.8444,2005-03-24,March
9087,24/03/2005,9,"3,4",1404.0,"15,0",1149.0,581.0,469.0,115.0,1523.0,1614.0,16.1,46.4,0.8436,2005-03-24,March
9088,24/03/2005,10,"3,5",1465.0,"18,1",1241.0,591.0,434.0,132.0,1572.0,1774.0,17.9,42.2,0.8557,2005-03-24,March
9089,24/03/2005,11,"3,2",1474.0,"15,3",1158.0,653.0,469.0,155.0,1476.0,1802.0,18.2,43.2,0.8926,2005-03-24,March
9090,24/03/2005,12,"3,2",1611.0,"17,8",1233.0,690.0,413.0,140.0,1687.0,1741.0,16.0,67.9,1.2217,2005-03-24,March
9091,24/03/2005,13,"3,3",1590.0,"17,3",1219.0,602.0,410.0,147.0,1677.0,1830.0,17.6,59.7,1.188,2005-03-24,March
9092,24/03/2005,14,"3,0",1422.0,"14,1",1120.0,489.0,476.0,161.0,1525.0,1696.0,20.9,43.4,1.0618,2005-03-24,March
9093,24/03/2005,15,"2,0",1273.0,"10,3",988.0,288.0,563.0,123.0,1387.0,1257.0,24.1,33.3,0.9881,2005-03-24,March
9094,24/03/2005,16,"2,3",1296.0,"11,0",1014.0,323.0,543.0,142.0,1401.0,1305.0,22.9,35.2,0.9694,2005-03-24,March
9095,24/03/2005,17,"2,2",1247.0,"10,3",989.0,301.0,557.0,143.0,1383.0,1183.0,22.2,36.2,0.956,2005-03-24,March
9096,24/03/2005,18,"2,7",1359.0,"14,6",1135.0,335.0,505.0,153.0,1500.0,1347.0,21.3,37.8,0.9462,2005-03-24,March
9097,24/03/2005,19,"5,9",1726.0,"30,8",1570.0,659.0,359.0,200.0,2021.0,1947.0,20.1,43.2,1.0051,2005-03-24,March
9098,24/03/2005,20,"7,5",1818.0,"35,5",1675.0,847.0,330.0,232.0,2143.0,2129.0,18.8,49.1,1.0538,2005-03-24,March
9099,24/03/2005,21,"5,0",1667.0,"24,2",1410.0,691.0,383.0,201.0,1818.0,1948.0,18.2,52.2,1.0795,2005-03-24,March
9100,24/03/2005,22,"4,0",1549.0,"17,8",1233.0,590.0,424.0,175.0,1648.0,1804.0,17.4,57.3,1.1288,2005-03-24,March
9101,24/03/2005,23,"2,7",1385.0,"11,9",1045.0,449.0,496.0,159.0,1462.0,1572.0,17.0,56.6,1.0902,2005-03-24,March
9102,25/03/2005,0,"2,0",1320.0,"9,3",950.0,316.0,542.0,135.0,1428.0,1426.0,16.2,66.3,1.208,2005-03-25,March
9103,25/03/2005,1,"1,5",1205.0,"6,3",828.0,239.0,622.0,128.0,1344.0,1170.0,15.3,73.3,1.2655,2005-03-25,March
9104,25/03/2005,2,"1,0",1099.0,"4,0",709.0,165.0,727.0,109.0,1263.0,1000.0,15.2,73.3,1.2556,2005-03-25,March
9105,25/03/2005,3,"1,0",1106.0,"4,1",715.0,152.0,714.0,101.0,1279.0,949.0,13.9,80.4,1.2694,2005-03-25,March
9106,25/03/2005,4,"0,9",1099.0,"4,1",718.0,144.0,714.0,96.0,1300.0,905.0,13.6,82.8,1.2817,2005-03-25,March
9107,25/03/2005,5,"0,8",1042.0,"3,3",671.0,126.0,754.0,87.0,1255.0,845.0,13.7,82.0,1.277,2005-03-25,March
9108,25/03/2005,6,"0,6",980.0,"2,5",621.0,132.0,858.0,81.0,1190.0,692.0,13.7,78.0,1.2174,2005-03-25,March
9109,25/03/2005,7,"1,0",1138.0,"5,4",782.0,228.0,705.0,100.0,1321.0,926.0,14.1,75.5,1.2065,2005-03-25,March
9110,25/03/2005,8,"3,2",1517.0,"17,4",1222.0,580.0,437.0,146.0,1750.0,1470.0,14.8,73.6,1.2331,2005-03-25,March
9111,25/03/2005,9,"4,3",1537.0,"22,9",1374.0,564.0,384.0,158.0,1941.0,1660.0,16.0,67.8,1.2276,2005-03-25,March
9112,25/03/2005,10,"2,7",1296.0,"11,1",1017.0,369.0,526.0,136.0,1494.0,1360.0,18.4,59.2,1.2398,2005-03-25,March
9113,25/03/2005,11,"1,6",1255.0,"9,5",958.0,260.0,579.0,117.0,1420.0,1215.0,20.4,50.5,1.1954,2005-03-25,March
9114,25/03/2005,12,"1,4",1367.0,"13,6",1105.0,371.0,503.0,140.0,1578.0,1391.0,21.3,46.6,1.1628,2005-03-25,March
9115,25/03/2005,13,"2,3",1473.0,"17,0",1210.0,513.0,462.0,169.0,1686.0,1521.0,20.4,49.8,1.1765,2005-03-25,March
9116,25/03/2005,14,"2,1",1422.0,"15,8",1175.0,471.0,474.0,163.0,1647.0,1483.0,21.1,47.8,1.1813,2005-03-25,March
9117,25/03/2005,15,"1,4",1378.0,"14,3",1125.0,378.0,502.0,144.0,1601.0,1380.0,21.5,47.8,1.206,2005-03-25,March
9118,25/03/2005,16,"3,4",1446.0,"17,5",1224.0,445.0,471.0,153.0,1706.0,1450.0,21.7,47.4,1.2184,2005-03-25,March
9119,25/03/2005,17,"3,8",1473.0,"17,8",1235.0,483.0,468.0,164.0,1702.0,1519.0,21.0,49.8,1.2208,2005-03-25,March
9120,25/03/2005,18,"4,9",1619.0,"24,3",1411.0,530.0,417.0,174.0,1908.0,1684.0,20.4,51.9,1.2261,2005-03-25,March
9121,25/03/2005,19,"5,7",1673.0,"27,2",1484.0,649.0,397.0,196.0,2008.0,1812.0,19.4,56.3,1.25,2005-03-25,March
9122,25/03/2005,20,"5,5",1605.0,"23,7",1397.0,604.0,420.0,189.0,1891.0,1710.0,18.8,58.3,1.2514,2005-03-25,March
9123,25/03/2005,21,"3,9",1460.0,"16,7",1201.0,486.0,466.0,155.0,1685.0,1591.0,18.2,61.0,1.2634,2005-03-25,March
9124,25/03/2005,22,"3,1",1407.0,"14,0",1117.0,402.0,486.0,137.0,1596.0,1521.0,17.7,63.3,1.2729,2005-03-25,March
9125,25/03/2005,23,"2,0",1286.0,"10,1",982.0,268.0,550.0,117.0,1458.0,1353.0,17.7,63.5,1.27,2005-03-25,March
9126,26/03/2005,0,"2,5",1372.0,"12,1",1054.0,350.0,504.0,128.0,1534.0,1463.0,17.1,66.9,1.2926,2005-03-26,March
9127,26/03/2005,1,"2,2",1312.0,"10,5",995.0,312.0,527.0,124.0,1488.0,1447.0,16.8,69.0,1.3135,2005-03-26,March
9128,26/03/2005,2,"1,5",1205.0,"7,2",867.0,243.0,601.0,108.0,1361.0,1294.0,16.6,70.0,1.3078,2005-03-26,March
9129,26/03/2005,3,"1,2",1167.0,"6,4",829.0,202.0,622.0,89.0,1360.0,1172.0,16.1,71.3,1.2955,2005-03-26,March
9130,26/03/2005,4,"-200,0",1122.0,"6,0",811.0,181.0,641.0,92.0,1336.0,1122.0,16.2,71.2,1.3013,2005-03-26,March
9131,26/03/2005,5,"0,8",1126.0,"5,3",779.0,139.0,663.0,84.0,1309.0,1103.0,16.3,69.8,1.2853,2005-03-26,March
9132,26/03/2005,6,"0,1",1121.0,"4,9",757.0,156.0,672.0,83.0,1293.0,1113.0,16.1,70.0,1.2739,2005-03-26,March
9133,26/03/2005,7,"1,1",1135.0,"5,7",797.0,175.0,651.0,80.0,1325.0,1109.0,16.1,69.5,1.2623,2005-03-26,March
9134,26/03/2005,8,"1,7",1248.0,"9,0",939.0,281.0,565.0,93.0,1458.0,1229.0,16.5,68.1,1.2653,2005-03-26,March
9135,26/03/2005,9,"2,1",1325.0,"10,9",1010.0,322.0,513.0,106.0,1522.0,1404.0,17.4,65.0,1.2775,2005-03-26,March
9136,26/03/2005,10,"2,3",1347.0,"10,6",1000.0,369.0,510.0,115.0,1490.0,1450.0,18.4,60.2,1.2623,2005-03-26,March
9137,26/03/2005,11,"2,1",1317.0,"9,3",952.0,366.0,541.0,124.0,1443.0,1393.0,19.1,57.5,1.2569,2005-03-26,March
9138,26/03/2005,12,"1,9",1243.0,"8,3",912.0,301.0,579.0,113.0,1406.0,1227.0,21.2,48.4,1.2028,2005-03-26,March
9139,26/03/2005,13,"1,7",1169.0,"6,6",841.0,232.0,623.0,104.0,1361.0,1040.0,22.3,43.9,1.1695,2005-03-26,March
9140,26/03/2005,14,"1,3",1085.0,"5,1",769.0,156.0,711.0,85.0,1264.0,820.0,23.7,39.4,1.1366,2005-03-26,March
9141,26/03/2005,15,"1,3",1177.0,"7,9",896.0,169.0,616.0,94.0,1374.0,1011.0,23.1,41.2,1.1523,2005-03-26,March
9142,26/03/2005,16,"1,6",1207.0,"7,7",888.0,203.0,611.0,99.0,1382.0,1042.0,25.7,35.7,1.1626,2005-03-26,March
9143,26/03/2005,17,"2,2",1269.0,"10,7",1005.0,260.0,553.0,112.0,1463.0,1136.0,24.3,38.4,1.1503,2005-03-26,March
9144,26/03/2005,18,"2,3",1205.0,"10,5",996.0,289.0,559.0,122.0,1456.0,1101.0,21.9,45.1,1.1687,2005-03-26,March
9145,26/03/2005,19,"2,2",1218.0,"10,9",1009.0,273.0,553.0,119.0,1486.0,1108.0,19.7,51.8,1.1779,2005-03-26,March
9146,26/03/2005,20,"2,0",1183.0,"8,4",914.0,263.0,604.0,119.0,1387.0,1078.0,18.7,54.5,1.1644,2005-03-26,March
9147,26/03/2005,21,"2,3",1242.0,"10,0",978.0,295.0,564.0,127.0,1449.0,1210.0,17.8,58.1,1.1742,2005-03-26,March
9148,26/03/2005,22,"2,2",1263.0,"10,3",990.0,303.0,553.0,126.0,1465.0,1270.0,17.3,60.8,1.1885,2005-03-26,March
9149,26/03/2005,23,"1,6",1139.0,"7,2",865.0,209.0,625.0,111.0,1362.0,1119.0,16.5,63.8,1.1873,2005-03-26,March
9150,27/03/2005,0,"1,6",1166.0,"6,4",829.0,200.0,632.0,102.0,1338.0,1133.0,16.3,65.2,1.1982,2005-03-27,March
9151,27/03/2005,1,"1,3",1079.0,"4,3",727.0,174.0,724.0,93.0,1275.0,1010.0,16.5,63.8,1.1896,2005-03-27,March
9152,27/03/2005,2,"1,0",1008.0,"3,3",669.0,115.0,791.0,78.0,1241.0,894.0,16.6,63.0,1.1784,2005-03-27,March
9153,27/03/2005,3,"1,0",1034.0,"3,9",707.0,122.0,740.0,74.0,1267.0,930.0,16.2,64.3,1.1729,2005-03-27,March
9154,27/03/2005,4,"1,0",1001.0,"3,4",675.0,105.0,778.0,68.0,1260.0,861.0,15.9,65.1,1.1654,2005-03-27,March
9155,27/03/2005,5,"0,8",977.0,"2,3",605.0,102.0,852.0,68.0,1212.0,841.0,15.8,65.4,1.1629,2005-03-27,March
9156,27/03/2005,6,"0,7",986.0,"2,3",602.0,96.0,878.0,61.0,1211.0,851.0,15.8,65.9,1.1792,2005-03-27,March
9157,27/03/2005,7,"1,1",1082.0,"4,2",720.0,144.0,697.0,76.0,1297.0,960.0,15.6,67.7,1.1911,2005-03-27,March
9158,27/03/2005,8,"1,1",1068.0,"3,6",688.0,152.0,725.0,78.0,1289.0,926.0,15.2,71.5,1.2228,2005-03-27,March
9159,27/03/2005,9,"1,1",1136.0,"4,4",733.0,156.0,692.0,79.0,1344.0,901.0,14.5,80.8,1.3224,2005-03-27,March
9160,27/03/2005,10,"1,4",1184.0,"4,6",743.0,208.0,672.0,90.0,1369.0,915.0,15.2,81.4,1.393,2005-03-27,March
9161,27/03/2005,11,"1,3",1179.0,"4,5",738.0,174.0,680.0,89.0,1335.0,956.0,15.9,77.3,1.3838,2005-03-27,March
9162,27/03/2005,12,"1,5",1182.0,"5,0",761.0,206.0,677.0,97.0,1338.0,1019.0,17.5,67.1,1.3342,2005-03-27,March
9163,27/03/2005,13,"1,3",1082.0,"3,8",700.0,160.0,759.0,91.0,1286.0,842.0,18.1,62.8,1.2916,2005-03-27,March
9164,27/03/2005,14,"0,8",996.0,"2,5",620.0,91.0,820.0,62.0,1238.0,612.0,18.6,62.1,1.3224,2005-03-27,March
9165,27/03/2005,15,"0,9",1024.0,"2,7",630.0,106.0,862.0,66.0,1240.0,544.0,16.2,71.9,1.3171,2005-03-27,March
9166,27/03/2005,16,"1,4",1093.0,"3,5",682.0,199.0,797.0,104.0,1256.0,638.0,15.4,75.2,1.3024,2005-03-27,March
9167,27/03/2005,17,"1,8",1170.0,"4,9",756.0,299.0,713.0,126.0,1341.0,793.0,14.4,80.8,1.3182,2005-03-27,March
9168,27/03/2005,18,"1,6",1153.0,"4,4",734.0,272.0,712.0,122.0,1324.0,811.0,13.8,83.5,1.3154,2005-03-27,March
9169,27/03/2005,19,"1,8",1220.0,"5,7",796.0,285.0,652.0,121.0,1367.0,896.0,13.9,83.6,1.3208,2005-03-27,March
9170,27/03/2005,20,"2,1",1218.0,"6,3",825.0,307.0,627.0,126.0,1393.0,978.0,14.2,82.3,1.3219,2005-03-27,March
9171,27/03/2005,21,"1,9",1172.0,"6,0",810.0,237.0,637.0,115.0,1376.0,964.0,14.1,81.4,1.3046,2005-03-27,March
9172,27/03/2005,22,"1,7",1182.0,"6,0",812.0,244.0,650.0,116.0,1368.0,993.0,14.4,79.0,1.2917,2005-03-27,March
9173,27/03/2005,23,"1,9",1160.0,"5,6",794.0,284.0,658.0,120.0,1356.0,966.0,14.6,77.7,1.2834,2005-03-27,March
9174,28/03/2005,0,"1,6",1106.0,"4,3",728.0,221.0,722.0,111.0,1309.0,885.0,14.4,78.6,1.2839,2005-03-28,March
9175,28/03/2005,1,"1,2",1031.0,"3,0",652.0,173.0,803.0,101.0,1256.0,775.0,14.4,78.0,1.2741,2005-03-28,March
9176,28/03/2005,2,"1,0",1015.0,"2,8",640.0,144.0,821.0,92.0,1247.0,738.0,14.1,79.1,1.2665,2005-03-28,March
9177,28/03/2005,3,"1,0",1003.0,"2,7",635.0,117.0,829.0,78.0,1235.0,711.0,13.7,80.6,1.2528,2005-03-28,March
9178,28/03/2005,4,"0,8",951.0,"2,0",583.0,89.0,905.0,63.0,1212.0,624.0,13.9,79.6,1.2616,2005-03-28,March
9179,28/03/2005,5,"0,6",938.0,"1,9",575.0,97.0,955.0,63.0,1195.0,585.0,13.8,79.0,1.2425,2005-03-28,March
9180,28/03/2005,6,"0,6",933.0,"1,9",574.0,95.0,937.0,63.0,1201.0,646.0,13.9,78.0,1.2346,2005-03-28,March
9181,28/03/2005,7,"1,0",1010.0,"3,1",656.0,166.0,815.0,84.0,1260.0,809.0,14.1,77.8,1.2445,2005-03-28,March
9182,28/03/2005,8,"1,0",1025.0,"3,4",675.0,160.0,798.0,89.0,1257.0,828.0,15.0,73.2,1.2413,2005-03-28,March
9183,28/03/2005,9,"1,3",1086.0,"4,9",756.0,176.0,700.0,101.0,1308.0,894.0,16.4,67.3,1.2451,2005-03-28,March
9184,28/03/2005,10,"1,5",1111.0,"5,2",773.0,216.0,690.0,115.0,1331.0,915.0,17.8,61.7,1.2436,2005-03-28,March
9185,28/03/2005,11,"1,6",1129.0,"5,5",788.0,220.0,692.0,111.0,1305.0,920.0,20.8,50.4,1.2213,2005-03-28,March
9186,28/03/2005,12,"1,4",1097.0,"4,2",721.0,183.0,746.0,96.0,1266.0,807.0,21.6,46.8,1.1959,2005-03-28,March
9187,28/03/2005,13,"1,4",1029.0,"3,3",670.0,154.0,800.0,87.0,1223.0,678.0,23.1,41.3,1.1506,2005-03-28,March
9188,28/03/2005,14,"1,2",1071.0,"4,8",752.0,132.0,736.0,81.0,1289.0,668.0,23.6,39.4,1.132,2005-03-28,March
9189,28/03/2005,15,"1,3",1053.0,"4,2",721.0,140.0,764.0,85.0,1216.0,617.0,25.1,34.0,1.068,2005-03-28,March
9190,28/03/2005,16,"1,4",1055.0,"3,7",693.0,186.0,789.0,98.0,1203.0,598.0,24.7,35.6,1.0882,2005-03-28,March
9191,28/03/2005,17,"1,6",1176.0,"6,2",822.0,213.0,704.0,109.0,1294.0,778.0,24.2,38.1,1.1357,2005-03-28,March
9192,28/03/2005,18,"2,8",1293.0,"9,7",965.0,376.0,589.0,150.0,1399.0,1062.0,22.7,42.4,1.154,2005-03-28,March
9193,28/03/2005,19,"3,7",1307.0,"12,4",1063.0,508.0,554.0,175.0,1432.0,1224.0,19.6,47.8,1.0781,2005-03-28,March
9194,28/03/2005,20,"2,9",1163.0,"9,4",954.0,388.0,600.0,157.0,1369.0,1118.0,17.6,54.4,1.0839,2005-03-28,March
9195,28/03/2005,21,"1,8",1103.0,"7,1",861.0,250.0,660.0,130.0,1310.0,964.0,16.2,60.6,1.1089,2005-03-28,March
9196,28/03/2005,22,"1,6",1120.0,"6,1",817.0,232.0,669.0,120.0,1310.0,1050.0,15.2,65.8,1.1288,2005-03-28,March
9197,28/03/2005,23,"1,7",1107.0,"6,0",810.0,229.0,677.0,114.0,1311.0,1016.0,14.5,68.9,1.1298,2005-03-28,March
9198,29/03/2005,0,"1,5",1078.0,"5,0",766.0,184.0,692.0,100.0,1269.0,998.0,14.3,68.5,1.1122,2005-03-29,March
9199,29/03/2005,1,"1,0",963.0,"2,9",646.0,117.0,834.0,83.0,1181.0,846.0,14.7,66.4,1.1006,2005-03-29,March
9200,29/03/2005,2,"0,8",923.0,"2,2",596.0,103.0,908.0,72.0,1148.0,762.0,13.4,70.4,1.0793,2005-03-29,March
9201,29/03/2005,3,"0,5",853.0,"1,0",502.0,66.0,1117.0,51.0,1087.0,592.0,14.2,65.1,1.0495,2005-03-29,March
9202,29/03/2005,4,"-200,0",883.0,"1,3",530.0,63.0,997.0,46.0,1102.0,617.0,13.7,68.2,1.0611,2005-03-29,March
9203,29/03/2005,5,"0,5",921.0,"1,9",575.0,95.0,956.0,58.0,1143.0,672.0,13.7,67.8,1.0575,2005-03-29,March
9204,29/03/2005,6,"1,0",1031.0,"4,7",748.0,188.0,738.0,86.0,1245.0,890.0,12.9,71.8,1.0657,2005-03-29,March
9205,29/03/2005,7,"3,0",1371.0,"16,0",1180.0,527.0,472.0,122.0,1632.0,1354.0,13.2,69.9,1.0543,2005-03-29,March
9206,29/03/2005,8,"5,1",1519.0,"26,3",1461.0,623.0,370.0,140.0,2005.0,1648.0,14.4,65.8,1.0727,2005-03-29,March
9207,29/03/2005,9,"4,3",1409.0,"18,8",1262.0,606.0,434.0,146.0,1709.0,1566.0,15.3,63.3,1.092,2005-03-29,March
9208,29/03/2005,10,"3,3",1303.0,"14,4",1128.0,460.0,489.0,152.0,1573.0,1541.0,17.7,55.6,1.112,2005-03-29,March
9209,29/03/2005,11,"2,4",1184.0,"10,0",978.0,346.0,567.0,147.0,1425.0,1226.0,19.6,49.4,1.1176,2005-03-29,March
9210,29/03/2005,12,"2,4",1202.0,"12,1",1052.0,296.0,519.0,134.0,1525.0,1126.0,18.1,58.3,1.2013,2005-03-29,March
9211,29/03/2005,13,"2,5",1197.0,"11,7",1040.0,321.0,530.0,136.0,1519.0,1147.0,18.0,57.9,1.1826,2005-03-29,March
9212,29/03/2005,14,"2,3",1234.0,"12,0",1049.0,312.0,523.0,142.0,1516.0,1190.0,18.6,55.0,1.1696,2005-03-29,March
9213,29/03/2005,15,"2,7",1247.0,"12,3",1059.0,355.0,508.0,153.0,1550.0,1212.0,18.3,57.9,1.2047,2005-03-29,March
9214,29/03/2005,16,"2,7",1234.0,"12,3",1060.0,349.0,509.0,153.0,1504.0,1251.0,18.3,54.8,1.1403,2005-03-29,March
9215,29/03/2005,17,"3,3",1339.0,"16,7",1200.0,385.0,457.0,155.0,1671.0,1404.0,18.3,53.9,1.1252,2005-03-29,March
9216,29/03/2005,18,"3,9",1331.0,"15,3",1160.0,456.0,474.0,181.0,1598.0,1419.0,18.5,54.6,1.1515,2005-03-29,March
9217,29/03/2005,19,"2,6",1251.0,"13,4",1097.0,306.0,502.0,151.0,1541.0,1328.0,17.1,61.5,1.191,2005-03-29,March
9218,29/03/2005,20,"3,2",1267.0,"13,5",1102.0,402.0,498.0,159.0,1545.0,1378.0,16.4,62.5,1.1531,2005-03-29,March
9219,29/03/2005,21,"2,3",1145.0,"9,0",938.0,340.0,591.0,151.0,1376.0,1159.0,15.2,64.2,1.0983,2005-03-29,March
9220,29/03/2005,22,"1,4",1010.0,"4,8",752.0,206.0,740.0,127.0,1218.0,932.0,14.6,67.3,1.1102,2005-03-29,March
9221,29/03/2005,23,"1,1",1025.0,"5,0",761.0,158.0,745.0,107.0,1237.0,942.0,13.5,70.8,1.0928,2005-03-29,March
9222,30/03/2005,0,"1,2",1024.0,"4,9",759.0,178.0,721.0,101.0,1224.0,944.0,13.0,71.9,1.0697,2005-03-30,March
9223,30/03/2005,1,"0,9",938.0,"3,4",679.0,118.0,829.0,80.0,1144.0,798.0,13.0,70.2,1.0457,2005-03-30,March
9224,30/03/2005,2,"0,7",905.0,"2,4",615.0,95.0,885.0,68.0,1104.0,776.0,11.6,74.9,1.0224,2005-03-30,March
9225,30/03/2005,3,"0,5",826.0,"1,1",512.0,84.0,1108.0,61.0,1043.0,636.0,12.5,67.4,0.9722,2005-03-30,March
9226,30/03/2005,4,"0,4",879.0,"1,4",539.0,82.0,1045.0,56.0,1073.0,678.0,11.5,71.5,0.9684,2005-03-30,March
9227,30/03/2005,5,"0,5",901.0,"2,1",589.0,122.0,933.0,70.0,1109.0,754.0,10.2,77.9,0.9692,2005-03-30,March
9228,30/03/2005,6,"0,8",948.0,"3,8",702.0,146.0,801.0,78.0,1164.0,818.0,11.0,73.1,0.9554,2005-03-30,March
9229,30/03/2005,7,"2,3",1250.0,"12,6",1069.0,397.0,532.0,106.0,1457.0,1202.0,10.7,73.6,0.9439,2005-03-30,March
9230,30/03/2005,8,"2,9",1263.0,"14,7",1138.0,371.0,503.0,117.0,1533.0,1296.0,12.1,67.3,0.9499,2005-03-30,March
9231,30/03/2005,9,"3,1",1319.0,"15,5",1164.0,454.0,489.0,144.0,1543.0,1418.0,15.1,58.6,0.9982,2005-03-30,March
9232,30/03/2005,10,"2,7",1202.0,"12,1",1055.0,433.0,534.0,158.0,1458.0,1293.0,18.6,49.5,1.052,2005-03-30,March
9233,30/03/2005,11,"1,8",1109.0,"7,9",896.0,287.0,629.0,137.0,1308.0,1027.0,20.9,42.5,1.037,2005-03-30,March
9234,30/03/2005,12,"1,9",1136.0,"9,6",962.0,265.0,594.0,130.0,1350.0,1052.0,23.6,34.8,0.9986,2005-03-30,March
9235,30/03/2005,13,"1,8",1082.0,"8,3",910.0,225.0,629.0,125.0,1301.0,875.0,25.6,28.5,0.9199,2005-03-30,March
