,T,RH,AH,Value,Type
6976,10.6,82.1,1.0451,1188.0,Tungsten Oxide(NO2)
6977,11.5,72.6,0.9846,1168.0,Tungsten Oxide(NO2)
6978,12.8,65.5,0.964,1231.0,Tungsten Oxide(NO2)
6979,13.9,60.9,0.9644,1230.0,Tungsten Oxide(NO2)
6980,14.9,57.9,0.9726,1114.0,Tungsten Oxide(NO2)
6981,14.8,63.5,1.0592,1118.0,Tungsten Oxide(NO2)
6982,13.6,68.9,1.0699,1288.0,Tungsten Oxide(NO2)
6983,13.6,68.9,1.0661,1307.0,Tungsten Oxide(NO2)
6984,13.5,67.1,1.0357,1362.0,Tungsten Oxide(NO2)
6985,12.3,75.4,1.0768,1531.0,Tungsten Oxide(NO2)
6986,11.7,80.0,1.0938,1504.0,Tungsten Oxide(NO2)
6987,11.8,82.7,1.1381,1342.0,Tungsten Oxide(NO2)
6988,11.8,77.5,1.0741,1187.0,Tungsten Oxide(NO2)
6989,12.0,72.3,1.0095,1217.0,Tungsten Oxide(NO2)
6990,11.2,79.6,1.0587,1328.0,Tungsten Oxide(NO2)
6991,11.5,74.2,1.0063,1168.0,Tungsten Oxide(NO2)
6992,11.6,68.9,0.9411,1107.0,Tungsten Oxide(NO2)
6994,11.7,64.6,0.8888,1023.0,Tungsten Oxide(NO2)
6995,11.9,61.1,0.8527,978.0,Tungsten Oxide(NO2)
6996,12.5,57.3,0.8269,1020.0,Tungsten Oxide(NO2)
6997,12.3,60.1,0.8562,1100.0,Tungsten Oxide(NO2)
6998,11.5,68.7,0.9302,1361.0,Tungsten Oxide(NO2)
6999,12.5,63.2,0.9113,1374.0,Tungsten Oxide(NO2)
7000,12.9,63.2,0.9335,1324.0,Tungsten Oxide(NO2)
7001,13.5,59.9,0.9261,1230.0,Tungsten Oxide(NO2)
7002,13.4,61.3,0.9379,1228.0,Tungsten Oxide(NO2)
7003,14.4,57.1,0.9309,1193.0,Tungsten Oxide(NO2)
7004,15.0,57.2,0.9698,1192.0,Tungsten Oxide(NO2)
7005,12.4,72.6,1.0422,1332.0,Tungsten Oxide(NO2)
7006,12.8,73.6,1.0851,1417.0,Tungsten Oxide(NO2)
7007,13.3,68.2,1.0356,1276.0,Tungsten Oxide(NO2)
7008,13.4,66.6,1.0187,1295.0,Tungsten Oxide(NO2)
7009,13.3,63.6,0.9661,1279.0,Tungsten Oxide(NO2)
7010,12.9,62.4,0.9258,1288.0,Tungsten Oxide(NO2)
7011,12.4,64.7,0.9266,1264.0,Tungsten Oxide(NO2)
7012,12.1,65.6,0.9222,1213.0,Tungsten Oxide(NO2)
7013,11.3,69.8,0.932,1119.0,Tungsten Oxide(NO2)
7014,11.0,68.7,0.9001,1145.0,Tungsten Oxide(NO2)
7111,5.3,50.7,0.4564,1024.0,Tungsten Oxide(NO2)
7112,5.9,50.0,0.4689,1002.0,Tungsten Oxide(NO2)
7114,4.3,55.3,0.465,967.0,Tungsten Oxide(NO2)
7115,4.2,57.1,0.4759,942.0,Tungsten Oxide(NO2)
7116,3.5,58.3,0.4636,954.0,Tungsten Oxide(NO2)
7117,3.0,60.7,0.4667,945.0,Tungsten Oxide(NO2)
7118,2.6,63.2,0.4721,905.0,Tungsten Oxide(NO2)
7119,3.9,59.0,0.4807,897.0,Tungsten Oxide(NO2)
7120,4.7,57.2,0.4932,968.0,Tungsten Oxide(NO2)
7121,6.8,48.6,0.4822,992.0,Tungsten Oxide(NO2)
7122,8.6,43.6,0.4887,1080.0,Tungsten Oxide(NO2)
7123,9.5,41.2,0.4908,1072.0,Tungsten Oxide(NO2)
7124,10.9,35.9,0.468,1075.0,Tungsten Oxide(NO2)
7125,12.5,32.3,0.467,1049.0,Tungsten Oxide(NO2)
7126,12.8,32.6,0.4814,1051.0,Tungsten Oxide(NO2)
7127,10.9,39.7,0.5166,1192.0,Tungsten Oxide(NO2)
7128,9.0,51.8,0.5961,1344.0,Tungsten Oxide(NO2)
7129,8.1,54.1,0.5882,1188.0,Tungsten Oxide(NO2)
7130,7.8,54.6,0.5786,1072.0,Tungsten Oxide(NO2)
7131,6.2,59.6,0.5698,1104.0,Tungsten Oxide(NO2)
7132,5.7,59.9,0.5523,1058.0,Tungsten Oxide(NO2)
7133,5.6,59.7,0.5463,1003.0,Tungsten Oxide(NO2)
7134,4.7,62.9,0.5424,1012.0,Tungsten Oxide(NO2)
7135,4.5,63.5,0.5411,972.0,Tungsten Oxide(NO2)
7136,4.5,63.6,0.5414,963.0,Tungsten Oxide(NO2)
7138,3.2,68.3,0.531,974.0,Tungsten Oxide(NO2)
7139,3.1,69.2,0.5337,943.0,Tungsten Oxide(NO2)
7140,2.4,71.9,0.5288,934.0,Tungsten Oxide(NO2)
7141,3.1,68.7,0.5317,941.0,Tungsten Oxide(NO2)
7142,2.1,73.1,0.5289,981.0,Tungsten Oxide(NO2)
7143,3.3,68.2,0.5346,1003.0,Tungsten Oxide(NO2)
7144,4.1,65.8,0.5451,1044.0,Tungsten Oxide(NO2)
7145,6.6,56.6,0.5528,1092.0,Tungsten Oxide(NO2)
7146,8.0,51.2,0.5516,1058.0,Tungsten Oxide(NO2)
7147,10.3,44.9,0.5612,1138.0,Tungsten Oxide(NO2)
7148,12.3,41.7,0.5961,1087.0,Tungsten Oxide(NO2)
7149,13.5,41.3,0.6342,1071.0,Tungsten Oxide(NO2)
7150,13.4,43.1,0.66,1249.0,Tungsten Oxide(NO2)
7151,9.9,53.3,0.6504,1182.0,Tungsten Oxide(NO2)
7152,8.9,54.6,0.6226,1171.0,Tungsten Oxide(NO2)
7153,8.9,54.8,0.6244,1217.0,Tungsten Oxide(NO2)
7154,8.3,58.2,0.6391,1290.0,Tungsten Oxide(NO2)
7207,9.5,69.5,0.8261,1170.0,Tungsten Oxide(NO2)
7208,9.1,70.9,0.8176,1261.0,Tungsten Oxide(NO2)
7210,7.9,72.1,0.7679,1186.0,Tungsten Oxide(NO2)
7211,7.6,72.7,0.7598,1169.0,Tungsten Oxide(NO2)
7212,7.5,71.7,0.7439,1194.0,Tungsten Oxide(NO2)
7213,7.9,70.6,0.7562,1275.0,Tungsten Oxide(NO2)
7214,8.6,69.0,0.7732,1475.0,Tungsten Oxide(NO2)
7215,9.1,67.5,0.7831,1672.0,Tungsten Oxide(NO2)
7216,9.8,65.8,0.7967,1567.0,Tungsten Oxide(NO2)
7217,11.2,61.9,0.8226,1643.0,Tungsten Oxide(NO2)
7218,12.8,60.1,0.882,1741.0,Tungsten Oxide(NO2)
7219,13.4,62.4,0.9513,1790.0,Tungsten Oxide(NO2)
7220,14.3,61.2,0.9941,1479.0,Tungsten Oxide(NO2)
7221,14.6,59.6,0.9824,1492.0,Tungsten Oxide(NO2)
7222,14.2,60.0,0.9684,1483.0,Tungsten Oxide(NO2)
7223,13.8,62.6,0.9862,1481.0,Tungsten Oxide(NO2)
7224,13.6,64.0,0.9891,1504.0,Tungsten Oxide(NO2)
7225,13.4,64.5,0.9865,1525.0,Tungsten Oxide(NO2)
7226,13.5,64.7,0.9971,1523.0,Tungsten Oxide(NO2)
7227,13.4,65.3,0.9967,1404.0,Tungsten Oxide(NO2)
7228,13.2,64.5,0.9732,1334.0,Tungsten Oxide(NO2)
7229,13.2,62.3,0.9392,1200.0,Tungsten Oxide(NO2)
7230,12.5,63.7,0.9196,1187.0,Tungsten Oxide(NO2)
7231,12.3,64.6,0.9229,1184.0,Tungsten Oxide(NO2)
7232,12.5,63.8,0.9244,1188.0,Tungsten Oxide(NO2)
7234,12.0,64.6,0.906,1093.0,Tungsten Oxide(NO2)
7235,10.7,69.5,0.8919,1120.0,Tungsten Oxide(NO2)
7236,12.4,62.6,0.8994,1054.0,Tungsten Oxide(NO2)
7237,12.3,62.7,0.8947,1114.0,Tungsten Oxide(NO2)
7238,11.4,66.6,0.8948,1147.0,Tungsten Oxide(NO2)
7239,11.1,70.2,0.9276,1247.0,Tungsten Oxide(NO2)
7240,13.4,61.0,0.9348,1225.0,Tungsten Oxide(NO2)
7241,15.9,52.2,0.9377,1223.0,Tungsten Oxide(NO2)
7242,15.6,54.0,0.9515,1233.0,Tungsten Oxide(NO2)
7243,16.3,51.5,0.9462,1310.0,Tungsten Oxide(NO2)
7244,16.5,50.8,0.9442,1238.0,Tungsten Oxide(NO2)
7245,16.3,51.9,0.9535,1259.0,Tungsten Oxide(NO2)
7246,16.2,53.0,0.9687,1312.0,Tungsten Oxide(NO2)
7247,15.6,54.8,0.966,1288.0,Tungsten Oxide(NO2)
7248,14.5,57.5,0.944,1323.0,Tungsten Oxide(NO2)
7249,14.0,60.1,0.9566,1419.0,Tungsten Oxide(NO2)
7250,13.5,63.0,0.9686,1394.0,Tungsten Oxide(NO2)
7251,12.6,65.4,0.9529,1295.0,Tungsten Oxide(NO2)
7252,12.0,67.5,0.9413,1252.0,Tungsten Oxide(NO2)
7253,10.5,72.0,0.912,1207.0,Tungsten Oxide(NO2)
7254,10.0,70.9,0.8706,1130.0,Tungsten Oxide(NO2)
7255,9.8,70.7,0.8571,1109.0,Tungsten Oxide(NO2)
7256,8.0,75.0,0.8098,1100.0,Tungsten Oxide(NO2)
7258,7.0,77.3,0.7782,1039.0,Tungsten Oxide(NO2)
7259,7.2,74.4,0.7581,999.0,Tungsten Oxide(NO2)
7260,6.7,75.0,0.7418,993.0,Tungsten Oxide(NO2)
7261,6.4,76.3,0.7389,1059.0,Tungsten Oxide(NO2)
7262,6.0,78.5,0.7377,1218.0,Tungsten Oxide(NO2)
7263,6.3,77.4,0.7452,1464.0,Tungsten Oxide(NO2)
7264,7.7,73.8,0.7769,1253.0,Tungsten Oxide(NO2)
7265,10.2,61.5,0.7638,1306.0,Tungsten Oxide(NO2)
7266,11.3,58.1,0.7743,1298.0,Tungsten Oxide(NO2)
7267,10.6,62.3,0.7981,1351.0,Tungsten Oxide(NO2)
7268,11.1,62.0,0.8199,1402.0,Tungsten Oxide(NO2)
7269,12.6,57.7,0.8387,1454.0,Tungsten Oxide(NO2)
7270,13.3,56.2,0.8548,1513.0,Tungsten Oxide(NO2)
7271,11.2,65.3,0.8639,1501.0,Tungsten Oxide(NO2)
7272,8.8,74.6,0.8434,1638.0,Tungsten Oxide(NO2)
7273,7.2,78.5,0.803,1652.0,Tungsten Oxide(NO2)
7274,6.5,80.0,0.7789,1589.0,Tungsten Oxide(NO2)
7275,5.8,83.8,0.7768,1487.0,Tungsten Oxide(NO2)
7276,5.5,83.5,0.7619,1407.0,Tungsten Oxide(NO2)
7277,5.8,81.3,0.7568,1296.0,Tungsten Oxide(NO2)
7278,5.4,82.6,0.7495,1329.0,Tungsten Oxide(NO2)
7279,6.4,76.3,0.7369,1125.0,Tungsten Oxide(NO2)
7280,7.0,73.6,0.7417,1069.0,Tungsten Oxide(NO2)
7282,7.9,69.3,0.7413,1032.0,Tungsten Oxide(NO2)
7283,7.4,71.7,0.7434,1029.0,Tungsten Oxide(NO2)
7284,7.7,71.9,0.7575,1056.0,Tungsten Oxide(NO2)
7285,8.1,68.0,0.7396,1069.0,Tungsten Oxide(NO2)
7286,6.7,77.1,0.7597,1273.0,Tungsten Oxide(NO2)
7287,6.8,77.9,0.7756,1403.0,Tungsten Oxide(NO2)
7288,8.9,66.7,0.7634,1311.0,Tungsten Oxide(NO2)
7289,11.6,54.1,0.7387,1251.0,Tungsten Oxide(NO2)
7290,13.5,49.4,0.7598,1301.0,Tungsten Oxide(NO2)
7291,13.8,50.9,0.796,1393.0,Tungsten Oxide(NO2)
7292,13.4,55.9,0.8588,1430.0,Tungsten Oxide(NO2)
7293,12.9,59.0,0.8736,1377.0,Tungsten Oxide(NO2)
7294,13.3,59.0,0.8945,1578.0,Tungsten Oxide(NO2)
7295,13.0,61.9,0.9224,1541.0,Tungsten Oxide(NO2)
7296,12.5,63.6,0.9193,1511.0,Tungsten Oxide(NO2)
7297,12.2,65.8,0.931,1549.0,Tungsten Oxide(NO2)
7298,12.6,65.2,0.9474,1701.0,Tungsten Oxide(NO2)
7299,13.3,63.6,0.9681,1429.0,Tungsten Oxide(NO2)
7300,13.5,62.6,0.9644,1307.0,Tungsten Oxide(NO2)
7301,14.1,59.6,0.9563,1204.0,Tungsten Oxide(NO2)
7302,14.0,61.4,0.9773,1222.0,Tungsten Oxide(NO2)
7303,13.5,63.4,0.9755,1206.0,Tungsten Oxide(NO2)
7304,13.2,64.2,0.9706,1216.0,Tungsten Oxide(NO2)
7306,13.7,61.1,0.9537,1094.0,Tungsten Oxide(NO2)
7307,13.5,63.8,0.9801,1082.0,Tungsten Oxide(NO2)
7308,12.5,67.3,0.9743,1094.0,Tungsten Oxide(NO2)
7309,13.2,64.2,0.9664,1080.0,Tungsten Oxide(NO2)
7310,13.1,63.4,0.9535,1090.0,Tungsten Oxide(NO2)
7311,13.8,60.5,0.9526,1074.0,Tungsten Oxide(NO2)
7312,13.7,60.4,0.939,1144.0,Tungsten Oxide(NO2)
7313,14.0,59.7,0.9495,1235.0,Tungsten Oxide(NO2)
7314,15.0,56.2,0.9539,1313.0,Tungsten Oxide(NO2)
7315,16.9,50.9,0.9714,1311.0,Tungsten Oxide(NO2)
7316,16.6,52.4,0.981,1479.0,Tungsten Oxide(NO2)
7317,16.4,53.2,0.9826,1669.0,Tungsten Oxide(NO2)
7318,16.1,52.8,0.9579,1324.0,Tungsten Oxide(NO2)
7319,15.7,54.4,0.9616,1327.0,Tungsten Oxide(NO2)
7320,15.4,55.3,0.9616,1488.0,Tungsten Oxide(NO2)
7321,15.2,54.7,0.9362,1334.0,Tungsten Oxide(NO2)
7322,14.7,56.6,0.9392,1402.0,Tungsten Oxide(NO2)
7323,14.4,58.2,0.9495,1348.0,Tungsten Oxide(NO2)
7324,14.3,59.2,0.9608,1220.0,Tungsten Oxide(NO2)
7325,14.0,60.4,0.9622,1297.0,Tungsten Oxide(NO2)
7326,13.7,63.6,0.9912,1300.0,Tungsten Oxide(NO2)
7327,13.1,68.7,1.0329,1319.0,Tungsten Oxide(NO2)
7328,13.2,69.9,1.0526,1210.0,Tungsten Oxide(NO2)
7330,12.9,70.4,1.0444,1122.0,Tungsten Oxide(NO2)
7331,12.4,72.5,1.0411,1138.0,Tungsten Oxide(NO2)
7332,13.0,70.3,1.0502,1171.0,Tungsten Oxide(NO2)
7333,12.3,73.3,1.0448,1336.0,Tungsten Oxide(NO2)
7334,12.8,71.8,1.0551,1776.0,Tungsten Oxide(NO2)
7335,13.1,70.2,1.0567,1804.0,Tungsten Oxide(NO2)
7336,12.8,71.8,1.0551,1626.0,Tungsten Oxide(NO2)
7337,13.1,70.3,1.0566,1598.0,Tungsten Oxide(NO2)
7338,13.7,67.0,1.0446,1536.0,Tungsten Oxide(NO2)
7339,14.0,65.4,1.0427,1744.0,Tungsten Oxide(NO2)
7340,14.4,63.8,1.0421,1701.0,Tungsten Oxide(NO2)
7341,14.1,65.9,1.0531,1721.0,Tungsten Oxide(NO2)
7342,14.1,65.9,1.0552,1640.0,Tungsten Oxide(NO2)
7343,14.1,66.0,1.0539,1629.0,Tungsten Oxide(NO2)
7344,14.0,66.4,1.0536,1611.0,Tungsten Oxide(NO2)
7345,13.8,66.4,1.0451,1593.0,Tungsten Oxide(NO2)
7346,13.4,68.1,1.0441,1620.0,Tungsten Oxide(NO2)
7347,13.2,69.1,1.0452,1526.0,Tungsten Oxide(NO2)
7348,13.0,70.0,1.042,1430.0,Tungsten Oxide(NO2)
7349,12.7,69.9,1.0223,1292.0,Tungsten Oxide(NO2)
7350,12.0,71.9,1.0071,1292.0,Tungsten Oxide(NO2)
7351,13.2,66.8,1.0087,1204.0,Tungsten Oxide(NO2)
7352,12.4,69.5,0.9986,1167.0,Tungsten Oxide(NO2)
7354,11.8,70.6,0.9731,1128.0,Tungsten Oxide(NO2)
7355,12.3,68.0,0.9734,1129.0,Tungsten Oxide(NO2)
7356,12.0,69.2,0.9697,1147.0,Tungsten Oxide(NO2)
7357,11.7,69.8,0.9612,1205.0,Tungsten Oxide(NO2)
7358,12.1,67.6,0.95,1677.0,Tungsten Oxide(NO2)
7359,12.5,65.1,0.9399,1855.0,Tungsten Oxide(NO2)
7360,12.8,62.5,0.9213,1485.0,Tungsten Oxide(NO2)
7361,13.4,59.9,0.9143,1488.0,Tungsten Oxide(NO2)
7362,13.4,57.9,0.8895,1501.0,Tungsten Oxide(NO2)
7363,13.6,56.4,0.8754,1508.0,Tungsten Oxide(NO2)
7364,13.8,56.3,0.8841,1580.0,Tungsten Oxide(NO2)
7365,13.7,57.9,0.9063,1569.0,Tungsten Oxide(NO2)
7366,13.6,58.9,0.9139,1616.0,Tungsten Oxide(NO2)
7367,13.4,59.7,0.9142,1546.0,Tungsten Oxide(NO2)
7368,13.3,61.2,0.933,1603.0,Tungsten Oxide(NO2)
7369,13.2,61.8,0.9313,1580.0,Tungsten Oxide(NO2)
7370,12.9,61.5,0.9139,1773.0,Tungsten Oxide(NO2)
7371,12.6,63.9,0.9307,1593.0,Tungsten Oxide(NO2)
7372,12.0,67.4,0.9417,1539.0,Tungsten Oxide(NO2)
7373,11.9,69.0,0.9568,1497.0,Tungsten Oxide(NO2)
7374,12.0,66.6,0.9293,1305.0,Tungsten Oxide(NO2)
7375,11.4,69.6,0.9373,1366.0,Tungsten Oxide(NO2)
7376,11.2,70.3,0.9323,1296.0,Tungsten Oxide(NO2)
7378,10.7,71.3,0.9161,1161.0,Tungsten Oxide(NO2)
7379,10.0,74.8,0.9161,1171.0,Tungsten Oxide(NO2)
7380,9.2,78.5,0.9143,1241.0,Tungsten Oxide(NO2)
7381,8.8,79.4,0.9033,1327.0,Tungsten Oxide(NO2)
7382,8.7,79.4,0.8944,1606.0,Tungsten Oxide(NO2)
7383,8.9,76.5,0.8767,1706.0,Tungsten Oxide(NO2)
7384,9.9,73.3,0.8936,1648.0,Tungsten Oxide(NO2)
7385,11.8,65.5,0.901,1514.0,Tungsten Oxide(NO2)
7386,13.0,60.9,0.9061,1506.0,Tungsten Oxide(NO2)
7387,14.7,52.3,0.8687,1518.0,Tungsten Oxide(NO2)
7388,15.1,49.6,0.8428,1473.0,Tungsten Oxide(NO2)
7389,15.7,48.8,0.8657,1558.0,Tungsten Oxide(NO2)
7390,15.8,48.9,0.8707,1545.0,Tungsten Oxide(NO2)
7391,14.6,54.0,0.8946,1554.0,Tungsten Oxide(NO2)
7392,14.3,56.3,0.9119,1806.0,Tungsten Oxide(NO2)
7393,14.1,57.8,0.9262,1902.0,Tungsten Oxide(NO2)
7394,13.1,62.9,0.943,1883.0,Tungsten Oxide(NO2)
7395,12.0,67.5,0.9467,1736.0,Tungsten Oxide(NO2)
7396,10.7,70.9,0.9113,1441.0,Tungsten Oxide(NO2)
7397,10.0,73.2,0.8988,1337.0,Tungsten Oxide(NO2)
7398,9.4,75.0,0.8874,1347.0,Tungsten Oxide(NO2)
7399,8.5,76.9,0.8557,1312.0,Tungsten Oxide(NO2)
7400,8.4,75.9,0.8407,1167.0,Tungsten Oxide(NO2)
7402,6.2,82.1,0.7825,1094.0,Tungsten Oxide(NO2)
7403,7.0,77.3,0.7759,1058.0,Tungsten Oxide(NO2)
7404,6.5,79.7,0.7751,1054.0,Tungsten Oxide(NO2)
7405,7.7,76.8,0.8112,1216.0,Tungsten Oxide(NO2)
7406,8.2,74.9,0.8184,1509.0,Tungsten Oxide(NO2)
7407,8.8,73.2,0.8298,1780.0,Tungsten Oxide(NO2)
7408,9.7,70.1,0.8432,1488.0,Tungsten Oxide(NO2)
7409,11.7,62.7,0.8586,1492.0,Tungsten Oxide(NO2)
7410,13.1,58.5,0.877,1353.0,Tungsten Oxide(NO2)
7411,14.2,54.1,0.8707,1316.0,Tungsten Oxide(NO2)
7412,14.2,54.3,0.8757,1396.0,Tungsten Oxide(NO2)
7413,14.0,56.3,0.894,1410.0,Tungsten Oxide(NO2)
7414,13.5,57.8,0.8933,1480.0,Tungsten Oxide(NO2)
7415,12.3,63.0,0.9015,1620.0,Tungsten Oxide(NO2)
7416,11.4,68.0,0.9166,1811.0,Tungsten Oxide(NO2)
7417,10.8,69.5,0.8995,1571.0,Tungsten Oxide(NO2)
7418,11.0,67.1,0.8766,1354.0,Tungsten Oxide(NO2)
7419,9.5,71.3,0.8458,1385.0,Tungsten Oxide(NO2)
7420,8.8,71.0,0.8089,1202.0,Tungsten Oxide(NO2)
7421,8.0,73.4,0.7899,1213.0,Tungsten Oxide(NO2)
7422,7.6,73.0,0.7629,1210.0,Tungsten Oxide(NO2)
7423,7.1,73.9,0.7515,1125.0,Tungsten Oxide(NO2)
7424,7.1,73.5,0.7439,1064.0,Tungsten Oxide(NO2)
7426,5.1,81.3,0.7204,1059.0,Tungsten Oxide(NO2)
7427,4.3,82.9,0.6968,1101.0,Tungsten Oxide(NO2)
7428,5.3,80.4,0.7234,1076.0,Tungsten Oxide(NO2)
7429,5.7,79.3,0.7326,1160.0,Tungsten Oxide(NO2)
7430,6.8,74.8,0.7423,1681.0,Tungsten Oxide(NO2)
7431,6.9,75.2,0.7505,1469.0,Tungsten Oxide(NO2)
7432,8.0,71.9,0.7712,1490.0,Tungsten Oxide(NO2)
7433,9.3,67.1,0.7849,1443.0,Tungsten Oxide(NO2)
7434,10.2,63.6,0.7928,1388.0,Tungsten Oxide(NO2)
7435,11.0,60.9,0.7966,1519.0,Tungsten Oxide(NO2)
7436,11.3,60.1,0.8022,1428.0,Tungsten Oxide(NO2)
7437,12.2,56.9,0.8068,1403.0,Tungsten Oxide(NO2)
7438,11.9,59.1,0.8211,1498.0,Tungsten Oxide(NO2)
7439,10.3,66.3,0.8286,1704.0,Tungsten Oxide(NO2)
7440,8.2,74.9,0.8187,1750.0,Tungsten Oxide(NO2)
7441,7.9,77.1,0.8223,1720.0,Tungsten Oxide(NO2)
7442,8.3,75.0,0.8253,1710.0,Tungsten Oxide(NO2)
7443,8.2,75.2,0.8185,1504.0,Tungsten Oxide(NO2)
7444,8.3,69.7,0.7632,1101.0,Tungsten Oxide(NO2)
7445,6.7,74.4,0.7344,1127.0,Tungsten Oxide(NO2)
7446,6.4,74.9,0.7238,1142.0,Tungsten Oxide(NO2)
7447,4.9,80.1,0.7011,1140.0,Tungsten Oxide(NO2)
7448,4.8,79.4,0.6872,1087.0,Tungsten Oxide(NO2)
7450,2.4,86.6,0.6369,1015.0,Tungsten Oxide(NO2)
7451,3.4,81.4,0.6425,972.0,Tungsten Oxide(NO2)
7452,4.2,77.0,0.6439,940.0,Tungsten Oxide(NO2)
7453,3.5,80.8,0.6406,1004.0,Tungsten Oxide(NO2)
7454,3.5,80.3,0.6366,1201.0,Tungsten Oxide(NO2)
7455,4.0,78.5,0.645,1230.0,Tungsten Oxide(NO2)
7456,4.5,76.6,0.6534,1216.0,Tungsten Oxide(NO2)
7457,5.6,72.3,0.6627,1199.0,Tungsten Oxide(NO2)
7458,7.5,64.4,0.672,1259.0,Tungsten Oxide(NO2)
7459,8.9,60.8,0.6921,1382.0,Tungsten Oxide(NO2)
7460,10.6,55.3,0.7058,1454.0,Tungsten Oxide(NO2)
7461,12.3,46.3,0.6597,1257.0,Tungsten Oxide(NO2)
7462,12.2,47.0,0.6686,1243.0,Tungsten Oxide(NO2)
7463,10.5,55.1,0.6993,1391.0,Tungsten Oxide(NO2)
7464,8.7,66.3,0.7491,1454.0,Tungsten Oxide(NO2)
7465,7.9,69.9,0.7487,1524.0,Tungsten Oxide(NO2)
7466,7.6,65.3,0.6842,1265.0,Tungsten Oxide(NO2)
7467,6.5,67.6,0.6608,1317.0,Tungsten Oxide(NO2)
7468,5.9,66.4,0.6226,1112.0,Tungsten Oxide(NO2)
7469,5.2,70.0,0.6232,1207.0,Tungsten Oxide(NO2)
7470,5.2,67.8,0.6028,1257.0,Tungsten Oxide(NO2)
7471,4.9,67.1,0.5863,1136.0,Tungsten Oxide(NO2)
7472,5.1,65.5,0.5811,1062.0,Tungsten Oxide(NO2)
7474,3.7,68.9,0.5549,1021.0,Tungsten Oxide(NO2)
7475,4.5,62.7,0.5343,956.0,Tungsten Oxide(NO2)
7476,4.7,62.3,0.5368,977.0,Tungsten Oxide(NO2)
7477,3.9,67.1,0.5483,1013.0,Tungsten Oxide(NO2)
7478,5.7,54.5,0.5034,984.0,Tungsten Oxide(NO2)
7479,6.1,50.3,0.4769,1037.0,Tungsten Oxide(NO2)
7480,9.0,39.5,0.4554,846.0,Tungsten Oxide(NO2)
7481,10.7,34.4,0.4406,847.0,Tungsten Oxide(NO2)
7482,11.1,33.4,0.4401,824.0,Tungsten Oxide(NO2)
7483,11.9,30.8,0.4285,857.0,Tungsten Oxide(NO2)
7484,11.4,32.0,0.431,809.0,Tungsten Oxide(NO2)
7485,11.3,32.5,0.4334,821.0,Tungsten Oxide(NO2)
7486,11.0,33.0,0.4331,859.0,Tungsten Oxide(NO2)
7487,10.3,35.0,0.4377,872.0,Tungsten Oxide(NO2)
7488,8.4,40.9,0.4542,893.0,Tungsten Oxide(NO2)
7489,8.3,38.5,0.4228,977.0,Tungsten Oxide(NO2)
7490,8.1,37.9,0.41,984.0,Tungsten Oxide(NO2)
7491,7.7,39.0,0.4106,893.0,Tungsten Oxide(NO2)
7492,7.0,41.5,0.4193,880.0,Tungsten Oxide(NO2)
7493,6.6,42.6,0.4179,936.0,Tungsten Oxide(NO2)
7494,6.4,44.2,0.428,899.0,Tungsten Oxide(NO2)
7495,6.0,46.0,0.4349,881.0,Tungsten Oxide(NO2)
7496,4.4,53.1,0.4484,875.0,Tungsten Oxide(NO2)
7498,3.7,55.8,0.4489,836.0,Tungsten Oxide(NO2)
7499,2.6,58.6,0.4385,840.0,Tungsten Oxide(NO2)
7500,3.2,56.0,0.4364,857.0,Tungsten Oxide(NO2)
7501,3.6,55.4,0.4419,916.0,Tungsten Oxide(NO2)
7502,1.8,63.3,0.4464,1357.0,Tungsten Oxide(NO2)
7503,2.4,60.2,0.4426,1346.0,Tungsten Oxide(NO2)
7504,4.6,52.1,0.4472,1271.0,Tungsten Oxide(NO2)
7505,8.2,40.5,0.4414,1244.0,Tungsten Oxide(NO2)
7506,10.5,34.7,0.4393,1219.0,Tungsten Oxide(NO2)
7507,11.1,33.3,0.4384,1227.0,Tungsten Oxide(NO2)
7508,11.1,32.6,0.4292,1233.0,Tungsten Oxide(NO2)
7509,12.4,28.3,0.4076,1264.0,Tungsten Oxide(NO2)
7510,12.9,24.5,0.363,1200.0,Tungsten Oxide(NO2)
7511,11.4,28.7,0.3865,1363.0,Tungsten Oxide(NO2)
7512,9.2,39.3,0.4573,1964.0,Tungsten Oxide(NO2)
7513,7.8,48.1,0.5115,1811.0,Tungsten Oxide(NO2)
7514,7.2,50.6,0.517,1251.0,Tungsten Oxide(NO2)
7515,6.0,53.3,0.5008,1170.0,Tungsten Oxide(NO2)
7516,5.3,55.0,0.4921,1053.0,Tungsten Oxide(NO2)
7517,4.2,58.1,0.4832,1010.0,Tungsten Oxide(NO2)
7518,3.4,60.9,0.4809,993.0,Tungsten Oxide(NO2)
7519,3.0,60.2,0.4639,948.0,Tungsten Oxide(NO2)
7520,3.2,58.8,0.4578,901.0,Tungsten Oxide(NO2)
7522,4.5,53.8,0.4572,869.0,Tungsten Oxide(NO2)
7523,3.1,59.7,0.4604,893.0,Tungsten Oxide(NO2)
7524,4.2,57.1,0.4743,914.0,Tungsten Oxide(NO2)
7525,3.4,58.5,0.4608,1025.0,Tungsten Oxide(NO2)
7526,3.9,57.3,0.4661,1337.0,Tungsten Oxide(NO2)
7527,4.3,56.8,0.4768,1383.0,Tungsten Oxide(NO2)
7528,5.6,52.9,0.4841,1536.0,Tungsten Oxide(NO2)
7529,5.5,54.9,0.4985,1332.0,Tungsten Oxide(NO2)
7530,5.1,64.3,0.5697,1483.0,Tungsten Oxide(NO2)
